z,n,symbol,half_life_sec,zaid,formula
70,94,Yb,4548.0,70164,Yb164
70,95,Yb,594.0,70165,Yb165
70,96,Yb,204120.0,70166,Yb166
70,97,Yb,1050.0,70167,Yb167
70,98,Yb,,70168,Yb168
70,99,Yb,2766355.2,70169,Yb169
70,100,Yb,,70170,Yb170
70,101,Yb,,70171,Yb171
70,102,Yb,,70172,Yb172
70,103,Yb,,70173,Yb173
70,104,Yb,,70174,Yb174
70,105,Yb,361584.0,70175,Yb175
70,106,Yb,,70176,Yb176
70,107,Yb,6879.6,70177,Yb177
70,108,Yb,4440.0,70178,Yb178
70,109,Yb,480.0,70179,Yb179
70,110,Yb,144.0,70180,Yb180
70,111,Yb,1.6e-07,70181,Yb181
70,112,Yb,1.6e-07,70182,Yb182
70,113,Yb,2.22e-07,70183,Yb183
70,114,Yb,1.6e-07,70184,Yb184
70,115,Yb,1.6e-07,70185,Yb185
71,78,Lu,4.5e-07,71149,Lu149
71,79,Lu,0.045,71150,Lu150
71,80,Lu,0.0806,71151,Lu151
71,81,Lu,0.7,71152,Lu152
71,82,Lu,0.9,71153,Lu153
71,83,Lu,,71154,Lu154
71,84,Lu,0.068,71155,Lu155
71,85,Lu,0.494,71156,Lu156
71,86,Lu,6.8,71157,Lu157
71,87,Lu,10.6,71158,Lu158
71,88,Lu,12.1,71159,Lu159
71,89,Lu,36.1,71160,Lu160
71,90,Lu,77.0,71161,Lu161
71,91,Lu,82.2,71162,Lu162
71,92,Lu,238.2,71163,Lu163
71,93,Lu,188.4,71164,Lu164
71,94,Lu,644.4,71165,Lu165
71,95,Lu,159.0,71166,Lu166
71,96,Lu,3090.0,71167,Lu167
71,97,Lu,330.0,71168,Lu168
71,98,Lu,122616.0,71169,Lu169
71,99,Lu,173836.8,71170,Lu170
71,100,Lu,712540.8,71171,Lu171
71,101,Lu,578880.0,71172,Lu172
71,102,Lu,43232988.58519104,71173,Lu173
71,103,Lu,104453424.97589952,71174,Lu174
71,104,Lu,,71175,Lu175
71,105,Lu,1.1865404166446592e+18,71176,Lu176
71,106,Lu,574067.52,71177,Lu177
71,107,Lu,1704.0,71178,Lu178
71,108,Lu,16524.0,71179,Lu179
71,109,Lu,342.0,71180,Lu180
71,110,Lu,210.0,71181,Lu181
71,111,Lu,120.0,71182,Lu182
71,112,Lu,58.0,71183,Lu183
71,113,Lu,19.0,71184,Lu184
71,114,Lu,1.6e-07,71185,Lu185
71,115,Lu,,71186,Lu186
71,116,Lu,,71187,Lu187
71,117,Lu,,71188,Lu188
72,79,Hf,,72151,Hf151
72,81,Hf,,72153,Hf153
72,82,Hf,2.0,72154,Hf154
72,83,Hf,0.843,72155,Hf155
72,84,Hf,0.023,72156,Hf156
72,85,Hf,0.115,72157,Hf157
72,86,Hf,2.85,72158,Hf158
72,87,Hf,5.6,72159,Hf159
72,88,Hf,13.6,72160,Hf160
72,89,Hf,18.4,72161,Hf161
72,90,Hf,39.4,72162,Hf162
72,91,Hf,40.0,72163,Hf163
72,92,Hf,111.0,72164,Hf164
72,93,Hf,76.0,72165,Hf165
72,94,Hf,406.2,72166,Hf166
72,95,Hf,123.0,72167,Hf167
72,96,Hf,1557.0,72168,Hf168
72,97,Hf,194.4,72169,Hf169
72,98,Hf,57636.0,72170,Hf170
72,99,Hf,43560.0,72171,Hf171
72,100,Hf,59011451.57248704,72172,Hf172
72,101,Hf,84960.0,72173,Hf173
72,102,Hf,6.3113851949184e+22,72174,Hf174
72,103,Hf,6048000.0,72175,Hf175
72,104,Hf,,72176,Hf176
72,105,Hf,,72177,Hf177
72,106,Hf,,72178,Hf178
72,107,Hf,,72179,Hf179
72,108,Hf,,72180,Hf180
72,109,Hf,3662496.0,72181,Hf181
72,110,Hf,280856641173868.8,72182,Hf182
72,111,Hf,3664.8,72183,Hf183
72,112,Hf,14832.0,72184,Hf184
72,113,Hf,210.0,72185,Hf185
72,114,Hf,156.0,72186,Hf186
72,115,Hf,,72187,Hf187
72,116,Hf,,72188,Hf188
72,117,Hf,,72189,Hf189
72,118,Hf,,72190,Hf190
73,82,Ta,0.0029,73155,Ta155
73,83,Ta,0.106,73156,Ta156
73,84,Ta,0.0101,73157,Ta157
73,85,Ta,0.055,73158,Ta158
73,86,Ta,0.83,73159,Ta159
73,87,Ta,1.55,73160,Ta160
73,88,Ta,,73161,Ta161
73,89,Ta,3.57,73162,Ta162
73,90,Ta,10.6,73163,Ta163
73,91,Ta,14.2,73164,Ta164
73,92,Ta,31.0,73165,Ta165
73,93,Ta,34.4,73166,Ta166
73,94,Ta,80.0,73167,Ta167
73,95,Ta,120.0,73168,Ta168
73,96,Ta,294.0,73169,Ta169
73,97,Ta,405.6,73170,Ta170
73,98,Ta,1398.0,73171,Ta171
73,99,Ta,2208.0,73172,Ta172
73,100,Ta,11304.0,73173,Ta173
73,101,Ta,4104.0,73174,Ta174
73,102,Ta,37800.0,73175,Ta175
73,103,Ta,29124.0,73176,Ta176
73,104,Ta,202896.0,73177,Ta177
73,105,Ta,8496.0,73178,Ta178
73,106,Ta,57433605.27375744,73179,Ta179
73,107,Ta,29354.4,73180,Ta180
73,108,Ta,,73181,Ta181
73,109,Ta,9913536.0,73182,Ta182
73,110,Ta,440640.0,73183,Ta183
73,111,Ta,31320.0,73184,Ta184
73,112,Ta,2964.0,73185,Ta185
73,113,Ta,623.4,73186,Ta186
73,114,Ta,283.0,73187,Ta187
73,115,Ta,19.6,73188,Ta188
73,116,Ta,,73189,Ta189
73,117,Ta,5.3,73190,Ta190
73,118,Ta,3e-07,73191,Ta191
73,119,Ta,2.2,73192,Ta192
73,120,Ta,,73193,Ta193
73,121,Ta,,73194,Ta194
74,83,W,0.275,74157,W157
74,84,W,0.00125,74158,W158
74,85,W,0.0073,74159,W159
74,86,W,0.091,74160,W160
74,87,W,0.409,74161,W161
74,88,W,1.19,74162,W162
74,89,W,2.67,74163,W163
74,90,W,6.3,74164,W164
74,91,W,5.1,74165,W165
74,92,W,19.2,74166,W166
74,93,W,19.9,74167,W167
74,94,W,50.9,74168,W168
74,95,W,74.0,74169,W169
74,96,W,145.2,74170,W170
74,97,W,142.8,74171,W171
74,98,W,396.0,74172,W172
74,99,W,456.0,74173,W173
74,100,W,1992.0,74174,W174
74,101,W,2112.0,74175,W175
74,102,W,9000.0,74176,W176
74,103,W,7944.0,74177,W177
74,104,W,1866240.0,74178,W178
74,105,W,2223.0,74179,W179
74,106,W,5.68024667542656e+25,74180,W180
74,107,W,10471680.0,74181,W181
74,108,W,,74182,W182
74,109,W,2.114314040297664e+28,74183,W183
74,110,W,,74184,W184
74,111,W,6488640.0,74185,W185
74,112,W,,74186,W186
74,113,W,85680.0,74187,W187
74,114,W,6028992.0,74188,W188
74,115,W,696.0,74189,W189
74,116,W,1800.0,74190,W190
74,117,W,,74191,W191
74,118,W,,74192,W192
74,119,W,,74193,W193
74,120,W,,74194,W194
74,121,W,1.6e-07,74195,W195
74,122,W,1.6e-07,74196,W196
74,123,W,1.6e-07,74197,W197
75,84,Re,,75159,Re159
75,85,Re,0.000612,75160,Re160
75,86,Re,0.00044,75161,Re161
75,87,Re,0.107,75162,Re162
75,88,Re,0.39,75163,Re163
75,89,Re,0.7,75164,Re164
75,90,Re,1.6,75165,Re165
75,91,Re,2.25,75166,Re166
75,92,Re,5.9,75167,Re167
75,93,Re,4.4,75168,Re168
75,94,Re,8.1,75169,Re169
75,95,Re,9.2,75170,Re170
75,96,Re,15.2,75171,Re171
75,97,Re,15.0,75172,Re172
75,98,Re,118.8,75173,Re173
75,99,Re,144.0,75174,Re174
75,100,Re,353.4,75175,Re175
75,101,Re,318.0,75176,Re176
75,102,Re,840.0,75177,Re177
75,103,Re,792.0,75178,Re178
75,104,Re,1170.0,75179,Re179
75,105,Re,147.6,75180,Re180
75,106,Re,71640.0,75181,Re181
75,107,Re,231120.0,75182,Re182
75,108,Re,6048000.0,75183,Re183
75,109,Re,3058560.0,75184,Re184
75,110,Re,,75185,Re185
75,111,Re,321278.4,75186,Re186
75,112,Re,1.3664148946998336e+18,75187,Re187
75,113,Re,61218.0,75188,Re188
75,114,Re,87480.0,75189,Re189
75,115,Re,180.0,75190,Re190
75,116,Re,588.0,75191,Re191
75,117,Re,16.0,75192,Re192
75,118,Re,,75193,Re193
75,119,Re,5.0,75194,Re194
75,120,Re,6.0,75195,Re195
75,121,Re,3.0,75196,Re196
75,122,Re,1.6e-07,75197,Re197
75,123,Re,1.6e-07,75198,Re198
75,124,Re,1.6e-07,75199,Re199
76,85,Os,0.00064,76161,Os161
76,86,Os,0.0021,76162,Os162
76,87,Os,0.0055,76163,Os163
76,88,Os,0.021,76164,Os164
76,89,Os,0.071,76165,Os165
76,90,Os,0.213,76166,Os166
76,91,Os,0.81,76167,Os167
76,92,Os,2.1,76168,Os168
76,93,Os,3.43,76169,Os169
76,94,Os,7.37,76170,Os170
76,95,Os,8.3,76171,Os171
76,96,Os,19.2,76172,Os172
76,97,Os,22.4,76173,Os173
76,98,Os,44.0,76174,Os174
76,99,Os,84.0,76175,Os175
76,100,Os,216.0,76176,Os176
76,101,Os,180.0,76177,Os177
76,102,Os,300.0,76178,Os178
76,103,Os,390.0,76179,Os179
76,104,Os,1290.0,76180,Os180
76,105,Os,6300.0,76181,Os181
76,106,Os,78624.0,76182,Os182
76,107,Os,46800.0,76183,Os183
76,108,Os,1.767187854577152e+21,76184,Os184
76,109,Os,8087040.0,76185,Os185
76,110,Os,6.3113851949184e+22,76186,Os186
76,111,Os,,76187,Os187
76,112,Os,,76188,Os188
76,113,Os,,76189,Os189
76,114,Os,,76190,Os190
76,115,Os,1330560.0,76191,Os191
76,116,Os,,76192,Os192
76,117,Os,107388.0,76193,Os193
76,118,Os,189341555.847552,76194,Os194
76,119,Os,390.0,76195,Os195
76,120,Os,2094.0,76196,Os196
76,121,Os,168.0,76197,Os197
76,122,Os,,76198,Os198
76,123,Os,5.0,76199,Os199
76,124,Os,6.0,76200,Os200
76,125,Os,,76201,Os201
76,126,Os,1.6e-07,76202,Os202
76,127,Os,,76203,Os203
77,87,Ir,,77164,Ir164
77,88,Ir,1e-06,77165,Ir165
77,89,Ir,0.0105,77166,Ir166
77,90,Ir,0.0352,77167,Ir167
77,91,Ir,0.222,77168,Ir168
77,92,Ir,0.353,77169,Ir169
77,93,Ir,0.87,77170,Ir170
77,94,Ir,3.2,77171,Ir171
77,95,Ir,4.4,77172,Ir172
77,96,Ir,9.0,77173,Ir173
77,97,Ir,7.9,77174,Ir174
77,98,Ir,9.0,77175,Ir175
77,99,Ir,8.7,77176,Ir176
77,100,Ir,29.8,77177,Ir177
77,101,Ir,12.0,77178,Ir178
77,102,Ir,79.0,77179,Ir179
77,103,Ir,90.0,77180,Ir180
77,104,Ir,294.0,77181,Ir181
77,105,Ir,900.0,77182,Ir182
77,106,Ir,3480.0,77183,Ir183
77,107,Ir,11124.0,77184,Ir184
77,108,Ir,51840.0,77185,Ir185
77,109,Ir,59904.0,77186,Ir186
77,110,Ir,37800.0,77187,Ir187
77,111,Ir,149400.0,77188,Ir188
77,112,Ir,1140480.0,77189,Ir189
77,113,Ir,1017792.0,77190,Ir190
77,114,Ir,,77191,Ir191
77,115,Ir,6378825.6,77192,Ir192
77,116,Ir,,77193,Ir193
77,117,Ir,69048.0,77194,Ir194
77,118,Ir,8244.0,77195,Ir195
77,119,Ir,52.0,77196,Ir196
77,120,Ir,348.0,77197,Ir197
77,121,Ir,8.0,77198,Ir198
77,122,Ir,6.0,77199,Ir199
77,123,Ir,3e-07,77200,Ir200
77,124,Ir,21.0,77201,Ir201
77,125,Ir,11.0,77202,Ir202
77,126,Ir,,77203,Ir203
77,127,Ir,1.6e-07,77204,Ir204
77,128,Ir,,77205,Ir205
78,87,Pt,0.00026,78165,Pt165
78,88,Pt,0.0003,78166,Pt166
78,89,Pt,0.0007,78167,Pt167
78,90,Pt,0.00202,78168,Pt168
78,91,Pt,0.007,78169,Pt169
78,92,Pt,0.0138,78170,Pt170
78,93,Pt,0.0455,78171,Pt171
78,94,Pt,0.0976,78172,Pt172
78,95,Pt,0.382,78173,Pt173
78,96,Pt,0.889,78174,Pt174
78,97,Pt,2.53,78175,Pt175
78,98,Pt,6.33,78176,Pt176
78,99,Pt,10.0,78177,Pt177
78,100,Pt,20.7,78178,Pt178
78,101,Pt,21.2,78179,Pt179
78,102,Pt,56.0,78180,Pt180
78,103,Pt,52.0,78181,Pt181
78,104,Pt,160.2,78182,Pt182
78,105,Pt,390.0,78183,Pt183
78,106,Pt,1038.0,78184,Pt184
78,107,Pt,4254.0,78185,Pt185
78,108,Pt,7560.0,78186,Pt186
78,109,Pt,8460.0,78187,Pt187
78,110,Pt,877824.0,78188,Pt188
78,111,Pt,39132.0,78189,Pt189
78,112,Pt,1.5683792209372223e+19,78190,Pt190
78,113,Pt,244512.0,78191,Pt191
78,114,Pt,,78192,Pt192
78,115,Pt,1577846298.7296,78193,Pt193
78,116,Pt,,78194,Pt194
78,117,Pt,,78195,Pt195
78,118,Pt,,78196,Pt196
78,119,Pt,71609.4,78197,Pt197
78,120,Pt,,78198,Pt198
78,121,Pt,1848.0,78199,Pt199
78,122,Pt,45360.0,78200,Pt200
78,123,Pt,147.6,78201,Pt201
78,124,Pt,158400.0,78202,Pt202
78,125,Pt,22.0,78203,Pt203
78,126,Pt,10.3,78204,Pt204
78,127,Pt,,78205,Pt205
78,128,Pt,1.6e-07,78206,Pt206
78,129,Pt,,78207,Pt207
78,130,Pt,,78208,Pt208
79,91,Au,0.00029,79170,Au170
79,92,Au,2.2e-05,79171,Au171
79,93,Au,0.022,79172,Au172
79,94,Au,0.0263,79173,Au173
79,95,Au,0.12,79174,Au174
79,96,Au,,79175,Au175
79,97,Au,,79176,Au176
79,98,Au,1.501,79177,Au177
79,99,Au,2.6,79178,Au178
79,100,Au,7.1,79179,Au179
79,101,Au,8.4,79180,Au180
79,102,Au,13.7,79181,Au181
79,103,Au,15.5,79182,Au182
79,104,Au,42.8,79183,Au183
79,105,Au,20.6,79184,Au184
79,106,Au,255.0,79185,Au185
79,107,Au,642.0,79186,Au186
79,108,Au,498.0,79187,Au187
79,109,Au,530.4,79188,Au188
79,110,Au,1722.0,79189,Au189
79,111,Au,2568.0,79190,Au190
79,112,Au,11448.0,79191,Au191
79,113,Au,17784.0,79192,Au192
79,114,Au,63540.0,79193,Au193
79,115,Au,136872.0,79194,Au194
79,116,Au,16071264.0,79195,Au195
79,117,Au,532820.16,79196,Au196
79,118,Au,,79197,Au197
79,119,Au,232770.24,79198,Au198
79,120,Au,271209.6,79199,Au199
79,121,Au,2904.0,79200,Au200
79,122,Au,1560.0,79201,Au201
79,123,Au,28.4,79202,Au202
79,124,Au,60.0,79203,Au203
79,125,Au,39.8,79204,Au204
79,126,Au,32.0,79205,Au205
79,127,Au,40.0,79206,Au206
79,128,Au,3e-07,79207,Au207
79,129,Au,,79208,Au208
79,130,Au,3e-07,79209,Au209
79,131,Au,3e-07,79210,Au210
80,90,Hg,8e-05,80170,Hg170
80,91,Hg,5.9e-05,80171,Hg171
80,92,Hg,0.000231,80172,Hg172
80,93,Hg,0.0008,80173,Hg173
80,94,Hg,0.0021,80174,Hg174
80,95,Hg,0.0106,80175,Hg175
80,96,Hg,0.0203,80176,Hg176
80,97,Hg,0.117,80177,Hg177
80,98,Hg,0.2665,80178,Hg178
80,99,Hg,1.05,80179,Hg179
80,100,Hg,2.59,80180,Hg180
80,101,Hg,3.6,80181,Hg181
80,102,Hg,10.83,80182,Hg182
80,103,Hg,9.4,80183,Hg183
80,104,Hg,30.87,80184,Hg184
80,105,Hg,49.1,80185,Hg185
80,106,Hg,82.8,80186,Hg186
80,107,Hg,114.0,80187,Hg187
80,108,Hg,195.0,80188,Hg188
80,109,Hg,456.0,80189,Hg189
80,110,Hg,1200.0,80190,Hg190
80,111,Hg,2940.0,80191,Hg191
80,112,Hg,17460.0,80192,Hg192
80,113,Hg,13680.0,80193,Hg193
80,114,Hg,14105945910.642624,80194,Hg194
80,115,Hg,37908.0,80195,Hg195
80,116,Hg,,80196,Hg196
80,117,Hg,230904.0,80197,Hg197
80,118,Hg,,80198,Hg198
80,119,Hg,,80199,Hg199
80,120,Hg,,80200,Hg200
80,121,Hg,,80201,Hg201
80,122,Hg,,80202,Hg202
80,123,Hg,4027104.0,80203,Hg203
80,124,Hg,,80204,Hg204
80,125,Hg,308.4,80205,Hg205
80,126,Hg,499.2,80206,Hg206
80,127,Hg,174.0,80207,Hg207
80,128,Hg,2460.0,80208,Hg208
80,129,Hg,36.0,80209,Hg209
80,130,Hg,,80210,Hg210
80,131,Hg,3e-07,80211,Hg211
80,132,Hg,,80212,Hg212
80,133,Hg,,80213,Hg213
80,134,Hg,,80214,Hg214
80,135,Hg,,80215,Hg215
80,136,Hg,3e-07,80216,Hg216
81,95,Tl,0.0052,81176,Tl176
81,96,Tl,0.018,81177,Tl177
81,97,Tl,0.254,81178,Tl178
81,98,Tl,0.23,81179,Tl179
81,99,Tl,1.09,81180,Tl180
81,100,Tl,3.2,81181,Tl181
81,101,Tl,3.1,81182,Tl182
81,102,Tl,6.9,81183,Tl183
81,103,Tl,10.1,81184,Tl184
81,104,Tl,19.5,81185,Tl185
81,105,Tl,3.4,81186,Tl186
81,106,Tl,51.0,81187,Tl187
81,107,Tl,71.0,81188,Tl188
81,108,Tl,138.0,81189,Tl189
81,109,Tl,156.0,81190,Tl190
81,110,Tl,,81191,Tl191
81,111,Tl,576.0,81192,Tl192
81,112,Tl,1296.0,81193,Tl193
81,113,Tl,1980.0,81194,Tl194
81,114,Tl,4176.0,81195,Tl195
81,115,Tl,6624.0,81196,Tl196
81,116,Tl,10224.0,81197,Tl197
81,117,Tl,19080.0,81198,Tl198
81,118,Tl,26712.0,81199,Tl199
81,119,Tl,93960.0,81200,Tl200
81,120,Tl,262828.8,81201,Tl201
81,121,Tl,1063584.0,81202,Tl202
81,122,Tl,,81203,Tl203
81,123,Tl,119379850.96188152,81204,Tl204
81,124,Tl,,81205,Tl205
81,125,Tl,252.12,81206,Tl206
81,126,Tl,286.2,81207,Tl207
81,127,Tl,183.18,81208,Tl208
81,128,Tl,129.72,81209,Tl209
81,129,Tl,78.0,81210,Tl210
81,130,Tl,88.0,81211,Tl211
81,131,Tl,30.9,81212,Tl212
81,132,Tl,23.8,81213,Tl213
81,133,Tl,11.0,81214,Tl214
81,134,Tl,9.7,81215,Tl215
81,135,Tl,3e-07,81216,Tl216
81,136,Tl,,81217,Tl217
82,96,Pb,0.00012,82178,Pb178
82,97,Pb,0.0035,82179,Pb179
82,98,Pb,0.0041,82180,Pb180
82,99,Pb,0.045,82181,Pb181
82,100,Pb,0.055,82182,Pb182
82,101,Pb,0.535,82183,Pb183
82,102,Pb,0.49,82184,Pb184
82,103,Pb,6.3,82185,Pb185
82,104,Pb,4.81,82186,Pb186
82,105,Pb,15.2,82187,Pb187
82,106,Pb,25.5,82188,Pb188
82,107,Pb,39.0,82189,Pb189
82,108,Pb,71.0,82190,Pb190
82,109,Pb,79.8,82191,Pb191
82,110,Pb,210.0,82192,Pb192
82,111,Pb,,82193,Pb193
82,112,Pb,642.0,82194,Pb194
82,113,Pb,900.0,82195,Pb195
82,114,Pb,2220.0,82196,Pb196
82,115,Pb,486.0,82197,Pb197
82,116,Pb,8640.0,82198,Pb198
82,117,Pb,5400.0,82199,Pb199
82,118,Pb,77400.0,82200,Pb200
82,119,Pb,33588.0,82201,Pb201
82,120,Pb,1656738613666.08,82202,Pb202
82,121,Pb,186912.0,82203,Pb203
82,122,Pb,4.41796963644288e+24,82204,Pb204
82,123,Pb,536467741568064.0,82205,Pb205
82,124,Pb,,82206,Pb206
82,125,Pb,,82207,Pb207
82,126,Pb,,82208,Pb208
82,127,Pb,11642.4,82209,Pb209
82,128,Pb,700563756.6359425,82210,Pb210
82,129,Pb,2166.0,82211,Pb211
82,130,Pb,38239.2,82212,Pb212
82,131,Pb,612.0,82213,Pb213
82,132,Pb,1623.6,82214,Pb214
82,133,Pb,147.0,82215,Pb215
82,134,Pb,3e-07,82216,Pb216
82,135,Pb,19.9,82217,Pb217
82,136,Pb,15.0,82218,Pb218
82,137,Pb,,82219,Pb219
82,138,Pb,3e-07,82220,Pb220
83,101,Bi,0.013,83184,Bi184
83,102,Bi,5.8e-05,83185,Bi185
83,103,Bi,0.0148,83186,Bi186
83,104,Bi,0.037,83187,Bi187
83,105,Bi,0.06,83188,Bi188
83,106,Bi,0.688,83189,Bi189
83,107,Bi,6.3,83190,Bi190
83,108,Bi,12.4,83191,Bi191
83,109,Bi,34.6,83192,Bi192
83,110,Bi,63.6,83193,Bi193
83,111,Bi,95.0,83194,Bi194
83,112,Bi,183.0,83195,Bi195
83,113,Bi,308.0,83196,Bi196
83,114,Bi,559.8,83197,Bi197
83,115,Bi,618.0,83198,Bi198
83,116,Bi,1620.0,83199,Bi199
83,117,Bi,2184.0,83200,Bi200
83,118,Bi,6180.0,83201,Bi201
83,119,Bi,6156.0,83202,Bi202
83,120,Bi,42336.0,83203,Bi203
83,121,Bi,40392.0,83204,Bi204
83,122,Bi,1288224.0,83205,Bi205
83,123,Bi,539395.2,83206,Bi206
83,124,Bi,995621014.4983776,83207,Bi207
83,125,Bi,11612948758649.855,83208,Bi208
83,126,Bi,6.342942120892992e+26,83209,Bi209
83,127,Bi,433036.8,83210,Bi210
83,128,Bi,128.4,83211,Bi211
83,129,Bi,3633.0,83212,Bi212
83,130,Bi,2735.4,83213,Bi213
83,131,Bi,1182.6,83214,Bi214
83,132,Bi,456.0,83215,Bi215
83,133,Bi,135.0,83216,Bi216
83,134,Bi,98.5,83217,Bi217
83,135,Bi,33.0,83218,Bi218
83,136,Bi,22.0,83219,Bi219
83,137,Bi,3e-07,83220,Bi220
83,138,Bi,3e-07,83221,Bi221
83,139,Bi,3e-07,83222,Bi222
83,140,Bi,3e-07,83223,Bi223
83,141,Bi,,83224,Bi224
84,102,Po,2.8e-05,84186,Po186
84,103,Po,0.0014,84187,Po187
84,104,Po,0.00027,84188,Po188
84,105,Po,0.0035,84189,Po189
84,106,Po,0.00245,84190,Po190
84,107,Po,0.022,84191,Po191
84,108,Po,0.0322,84192,Po192
84,109,Po,0.399,84193,Po193
84,110,Po,0.392,84194,Po194
84,111,Po,4.64,84195,Po195
84,112,Po,5.8,84196,Po196
84,113,Po,84.0,84197,Po197
84,114,Po,105.6,84198,Po198
84,115,Po,328.2,84199,Po199
84,116,Po,690.6,84200,Po200
84,117,Po,930.0,84201,Po201
84,118,Po,2676.0,84202,Po202
84,119,Po,2202.0,84203,Po203
84,120,Po,12668.4,84204,Po204
84,121,Po,6264.0,84205,Po205
84,122,Po,760320.0,84206,Po206
84,123,Po,20880.0,84207,Po207
84,124,Po,91451971.47436762,84208,Po208
84,125,Po,3913058820.849408,84209,Po209
84,126,Po,11955686.4,84210,Po210
84,127,Po,0.516,84211,Po211
84,128,Po,2.943e-07,84212,Po212
84,129,Po,3.706e-06,84213,Po213
84,130,Po,0.00016346,84214,Po214
84,131,Po,0.001781,84215,Po215
84,132,Po,0.145,84216,Po216
84,133,Po,1.53,84217,Po217
84,134,Po,185.82,84218,Po218
84,135,Po,620.0,84219,Po219
84,136,Po,3e-07,84220,Po220
84,137,Po,112.0,84221,Po221
84,138,Po,550.0,84222,Po222
84,139,Po,3e-07,84223,Po223
84,140,Po,,84224,Po224
84,141,Po,3e-07,84225,Po225
84,142,Po,3e-07,84226,Po226
84,143,Po,3e-07,84227,Po227
85,106,At,0.0017,85191,At191
85,107,At,0.088,85192,At192
85,108,At,0.028,85193,At193
85,109,At,0.286,85194,At194
85,110,At,0.29,85195,At195
85,111,At,0.388,85196,At196
85,112,At,0.388,85197,At197
85,113,At,4.2,85198,At198
85,114,At,7.03,85199,At199
85,115,At,43.0,85200,At200
85,116,At,87.6,85201,At201
85,117,At,184.0,85202,At202
85,118,At,444.0,85203,At203
85,119,At,547.2,85204,At204
85,120,At,1614.0,85205,At205
85,121,At,1836.0,85206,At206
85,122,At,6516.0,85207,At207
85,123,At,5868.0,85208,At208
85,124,At,19512.0,85209,At209
85,125,At,29160.0,85210,At210
85,126,At,25970.4,85211,At211
85,127,At,0.314,85212,At212
85,128,At,1.25e-07,85213,At213
85,129,At,5.58e-07,85214,At214
85,130,At,0.0001,85215,At215
85,131,At,0.0003,85216,At216
85,132,At,0.0326,85217,At217
85,133,At,1.28,85218,At218
85,134,At,56.0,85219,At219
85,135,At,222.6,85220,At220
85,136,At,138.0,85221,At221
85,137,At,54.0,85222,At222
85,138,At,50.0,85223,At223
85,139,At,78.0,85224,At224
85,140,At,3e-07,85225,At225
85,141,At,3e-07,85226,At226
85,142,At,3e-07,85227,At227
85,143,At,3e-07,85228,At228
85,144,At,3e-07,85229,At229
86,107,Rn,0.00115,86193,Rn193
86,108,Rn,0.00078,86194,Rn194
86,109,Rn,0.006,86195,Rn195
86,110,Rn,0.0044,86196,Rn196
86,111,Rn,0.065,86197,Rn197
86,112,Rn,0.065,86198,Rn198
86,113,Rn,0.59,86199,Rn199
86,114,Rn,1.03,86200,Rn200
86,115,Rn,7.0,86201,Rn201
86,116,Rn,9.7,86202,Rn202
86,117,Rn,44.2,86203,Rn203
86,118,Rn,74.5,86204,Rn204
86,119,Rn,170.0,86205,Rn205
86,120,Rn,340.2,86206,Rn206
86,121,Rn,555.0,86207,Rn207
86,122,Rn,1461.0,86208,Rn208
86,123,Rn,1728.0,86209,Rn209
86,124,Rn,8640.0,86210,Rn210
86,125,Rn,52560.0,86211,Rn211
86,126,Rn,1434.0,86212,Rn212
86,127,Rn,0.0194,86213,Rn213
86,128,Rn,2.59e-07,86214,Rn214
86,129,Rn,2.3e-06,86215,Rn215
86,130,Rn,4.5e-05,86216,Rn216
86,131,Rn,0.00054,86217,Rn217
86,132,Rn,0.03375,86218,Rn218
86,133,Rn,3.96,86219,Rn219
86,134,Rn,55.6,86220,Rn220
86,135,Rn,1500.0,86221,Rn221
86,136,Rn,330350.4,86222,Rn222
86,137,Rn,1458.0,86223,Rn223
86,138,Rn,6420.0,86224,Rn224
86,139,Rn,279.6,86225,Rn225
86,140,Rn,444.0,86226,Rn226
86,141,Rn,20.2,86227,Rn227
86,142,Rn,65.0,86228,Rn228
86,143,Rn,12.0,86229,Rn229
86,144,Rn,,86230,Rn230
86,145,Rn,,86231,Rn231
87,110,Fr,0.0006,87197,Fr197
87,111,Fr,0.015,87198,Fr198
87,112,Fr,0.012,87199,Fr199
87,113,Fr,0.049,87200,Fr200
87,114,Fr,0.063,87201,Fr201
87,115,Fr,0.3,87202,Fr202
87,116,Fr,0.55,87203,Fr203
87,117,Fr,1.8,87204,Fr204
87,118,Fr,3.9,87205,Fr205
87,119,Fr,16.0,87206,Fr206
87,120,Fr,14.8,87207,Fr207
87,121,Fr,59.1,87208,Fr208
87,122,Fr,50.5,87209,Fr209
87,123,Fr,190.8,87210,Fr210
87,124,Fr,186.0,87211,Fr211
87,125,Fr,1200.0,87212,Fr212
87,126,Fr,34.17,87213,Fr213
87,127,Fr,0.0055,87214,Fr214
87,128,Fr,8.6e-08,87215,Fr215
87,129,Fr,7e-07,87216,Fr216
87,130,Fr,2.2e-05,87217,Fr217
87,131,Fr,0.0011,87218,Fr218
87,132,Fr,0.024,87219,Fr219
87,133,Fr,27.4,87220,Fr220
87,134,Fr,294.0,87221,Fr221
87,135,Fr,852.0,87222,Fr222
87,136,Fr,1320.0,87223,Fr223
87,137,Fr,199.8,87224,Fr224
87,138,Fr,237.0,87225,Fr225
87,139,Fr,49.0,87226,Fr226
87,140,Fr,148.2,87227,Fr227
87,141,Fr,38.0,87228,Fr228
87,142,Fr,50.2,87229,Fr229
87,143,Fr,19.1,87230,Fr230
